customer_id,first_name,last_name,email,phone_number,address,date_of_birth,registration_date,last_login_date,customer_segment,total_spent,loyalty_points,is_subscribed_to_newsletter
sdv-id-qRrhgJ,Philip,Bennett,tpeterson@example.com,001-293-834-7995x96694,"212 Cedar Rd, Philadelphia, PA 19101",1993-06-10 05:58:44,2023-06-27 15:36:55,2024-05-12 07:53:25,Standard,5913.74,2247,True
sdv-id-asTxXs,Brian,Smith,thomastaylor@example.net,9139065663,"777 E Pratt St, Baltimore, MD 21202",1987-11-29 07:51:08,2019-08-10 07:37:23,2024-05-13 18:20:16,Premium,1562.71,3155,True
sdv-id-gJNtUA,Karen,Contreras,david95@example.org,(332)315-8999x8457,"666 Elm St, Dallas, TX 75201",1992-03-14 11:39:31,2019-06-20 03:20:06,2024-05-24 06:53:25,Premium,277.43,968,True
sdv-id-rKRHMW,Sergio,Jenkins,dawnjenkins@example.org,001-422-382-0002,"456 Oak Ave, Chicago, IL 60601",1988-02-04 16:59:55,2019-12-18 14:16:34,2024-05-26 16:38:23,Standard,7996.67,7041,True
sdv-id-MVXpzX,Jason,Dickson,michellemartinez@example.com,386-449-8228x04828,"666 SW Broadway, Portland, OR 97205",1998-12-20 20:45:53,2021-08-05 05:51:12,2024-06-02 11:10:51,Standard,117.35,1000,True
sdv-id-iiILEQ,Robert,Shelton,wbrown@example.com,819-410-9612x6329,"333 Pennsylvania Ave NW, Washington, DC 20004",2003-02-20 07:19:09,2024-01-01 01:01:01,2024-06-02 11:08:03,Standard,111.32,181,True
sdv-id-JGVqKl,James,Garcia,contrerasmatthew@example.org,001-834-997-1951,"789 Pine Ln, Los Angeles, CA 90001",1968-09-17 13:26:24,2018-04-20 17:45:19,2024-05-09 02:23:53,Standard,22121.64,25058,True
sdv-id-pxTWZj,Samuel,Banks,ashleywilson@example.com,(844)300-0139x054,"999 Riverfront Dr, Jacksonville, FL 32202",2003-01-05 23:00:49,2022-12-02 06:19:57,2024-06-02 11:08:43,Standard,111.32,195,True
sdv-id-OpTmRA,Joseph,Baker,fhill@example.org,6489445286,"555 Aspen Dr, San Diego, CA 92101",1996-01-19 09:12:45,2018-05-08 12:49:17,2024-06-02 02:13:31,VIP,189.91,728,True
sdv-id-CSDrsU,William,Juarez,halldavid@example.org,(832)741-8780,"121 Market St, San Francisco, CA 94102",2003-03-02 22:45:41,2024-01-01 01:01:01,2024-06-02 11:11:10,Standard,111.32,180,False
sdv-id-lcKnDW,Craig,Nash,simpsonchristina@example.com,+1-417-351-5549x8091,"555 Las Vegas Blvd S, Las Vegas, NV 89109",2002-05-20 00:47:07,2021-08-01 01:33:21,2024-06-01 16:52:51,Premium,111.32,271,True
sdv-id-vENXWT,Andrea,Greene,geraldmckay@example.com,(950)686-6696,"789 Pine Ln, Los Angeles, CA 90001",1975-02-09 07:45:16,2019-09-11 05:42:21,2024-03-11 14:44:50,Premium,9330.09,11275,True
sdv-id-WNNfhy,Mark,Bailey,tcoleman@example.org,+1-267-870-5983x39978,"787 Trade St, Charlotte, NC 28202",1971-05-09 11:04:41,2019-10-20 02:22:38,2024-04-07 23:39:00,VIP,23094.25,8694,True
sdv-id-MOfILQ,Chad,Huang,dsosa@example.com,001-925-330-4771x7426,"909 Pike Pl, Seattle, WA 98101",1998-10-30 20:31:26,2023-06-19 00:59:48,2024-06-01 14:27:38,Standard,135.75,1226,True
sdv-id-cCQYtm,Felicia,Lindsey,leonard24@example.net,+1-297-669-0653x56075,"555 Las Vegas Blvd S, Las Vegas, NV 89109",1969-02-06 20:03:58,2018-02-16 14:50:52,2023-12-23 15:52:13,VIP,24647.32,12461,True
sdv-id-fStkry,Joyce,Cameron,chavezjames@example.net,+1-884-660-1074x73385,"333 Spruce Ct, Phoenix, AZ 85001",2002-09-15 23:39:29,2023-07-30 23:15:37,2024-06-02 07:52:13,Standard,111.32,326,True
sdv-id-gtSchz,Claudia,Golden,owillis@example.org,872.697.0060,"121 Market St, San Francisco, CA 94102",1984-08-18 02:54:07,2018-10-02 10:52:55,2024-05-26 05:19:13,Premium,1211.67,6216,True
sdv-id-QYqmix,Andrew,Pearson,michael36@example.org,839-581-7551x20785,"789 Pine Ln, Los Angeles, CA 90001",1981-09-18 19:13:08,2022-10-06 14:50:22,2024-03-27 14:00:28,Standard,10737.6,8787,False
sdv-id-jTddzH,Derrick,Martin,lmcintyre@example.net,370-283-7730x3638,"777 Redwood Pkwy, San Jose, CA 95101",1992-08-24 07:32:15,2022-10-04 09:14:09,2024-05-31 23:11:15,Standard,4475.01,3772,False
sdv-id-WuEGEO,Edward,Shields,hschmitt@example.com,001-388-890-9203,"333 Pennsylvania Ave NW, Washington, DC 20004",2003-01-09 17:52:25,2023-12-06 08:37:58,2024-06-02 10:08:25,Premium,111.32,182,True
sdv-id-iLmjRR,Michelle,Hart,smithjennifer@example.org,(346)426-9564,"555 Las Vegas Blvd S, Las Vegas, NV 89109",1988-09-12 03:01:40,2020-02-28 21:06:49,2024-05-27 12:51:01,Standard,1627.2,2332,True
sdv-id-xBzisd,Luis,Dixon,weaverkevin@example.net,+1-852-311-3147x2104,"666 SW Broadway, Portland, OR 97205",2002-07-17 14:31:02,2022-05-14 06:14:12,2024-06-02 11:08:44,Premium,111.32,216,True
sdv-id-QgXGof,Ashley,Preston,osparks@example.net,001-426-937-2350x592,"565 High St, Columbus, OH 43215",1978-07-03 01:01:36,2021-04-22 00:44:20,2024-04-08 01:06:43,Standard,17261.18,4285,False
sdv-id-CxrJcE,Jesse,Serrano,kristindavies@example.net,813-486-3066,"555 Aspen Dr, San Diego, CA 92101",1974-10-18 00:02:44,2019-04-23 13:15:01,2024-04-26 06:20:39,Premium,5425.19,10251,True
sdv-id-CZYKZq,Robert,Barnett,cortezjulie@example.net,242-717-1267x766,"101 Birch Blvd, Houston, TX 77001",1981-08-12 18:24:02,2018-07-03 14:49:50,2024-05-08 16:51:19,Standard,3046.36,3035,True
sdv-id-sSfUYJ,Philip,Lawson,meagan09@example.org,001-787-354-4220x3761,"909 Pike Pl, Seattle, WA 98101",2001-01-13 14:52:54,2022-09-16 18:22:33,2024-05-23 14:56:57,Standard,114.54,917,True
sdv-id-DMpReP,Tiffany,Lewis,kimberlyhamilton@example.org,(963)741-4149,"333 Pennsylvania Ave NW, Washington, DC 20004",1969-04-14 17:54:42,2018-05-15 09:22:51,2024-03-18 23:18:35,Standard,24637.7,15175,True
sdv-id-JpbeeP,Cheryl,Hill,michael31@example.com,770.714.1491,"222 Beacon St, Boston, MA 02116",1998-08-09 00:10:34,2021-06-16 03:33:41,2024-05-17 03:14:25,Standard,154.88,205,True
sdv-id-kToGUZ,Amber,Craig,lisasimon@example.org,+1-343-986-4214,"999 Riverfront Dr, Jacksonville, FL 32202",1972-09-24 03:15:54,2018-06-15 20:42:06,2024-04-25 04:01:51,VIP,24105.0,25197,True
sdv-id-vJTumG,Tristan,Garcia,mooreamy@example.com,4654910095,"456 Oak Ave, Chicago, IL 60601",1979-12-03 16:24:41,2021-11-07 18:27:56,2024-03-04 01:50:00,Premium,14801.22,8285,False
sdv-id-WUJACH,Samuel,Austin,gmoore@example.com,620.661.4341x49489,"999 Riverfront Dr, Jacksonville, FL 32202",2001-01-16 09:23:26,2019-09-13 04:55:47,2024-06-02 10:33:36,Premium,111.38,972,True
sdv-id-KxowsM,Jeffrey,Rodriguez,frios@example.com,978-346-0295,Sample Data,1995-05-30 05:21:28,2019-11-04 23:05:15,2024-05-30 19:17:31,Premium,290.12,3521,True
sdv-id-PkLzrw,Eric,Hill,dharris@example.org,(737)512-8502x687,"222 Beacon St, Boston, MA 02116",1987-04-29 21:45:01,2019-05-21 00:26:37,2024-05-23 14:05:55,Premium,175.75,5702,True
sdv-id-bTpVbc,Tyler,Frey,imaxwell@example.net,001-856-286-9988x31284,"555 Aspen Dr, San Diego, CA 92101",1967-06-01 17:18:56,2018-02-22 08:15:02,2024-02-16 21:03:59,Standard,18217.79,19272,True
sdv-id-mOuHSs,Carolyn,Garcia,victoria08@example.com,2853490830,"777 E Pratt St, Baltimore, MD 21202",1990-02-13 23:37:31,2020-10-16 08:21:43,2024-05-17 06:19:10,Standard,911.64,1292,True
sdv-id-ocyLgM,Katie,Webb,mitchellleslie@example.net,451-687-7927x391,"565 High St, Columbus, OH 43215",1994-01-16 17:14:53,2021-03-17 10:28:52,2024-06-01 21:01:01,Premium,4705.11,1989,True
sdv-id-jIiLoP,Nicholas,Stephens,david95@example.net,234.254.1700x4302,"555 Las Vegas Blvd S, Las Vegas, NV 89109",1978-12-27 00:05:43,2018-12-28 00:11:26,2024-04-09 07:33:36,Standard,3158.32,6939,True
sdv-id-BBdvcu,Michelle,Gomez,greenjose@example.org,+1-986-359-0108x5875,"565 High St, Columbus, OH 43215",1996-01-27 22:24:32,2021-08-24 07:10:48,2024-05-25 09:26:15,Standard,18523.78,804,True
sdv-id-BAFOpC,Jessica,Dougherty,mcbridenicole@example.com,666-657-6239x77955,"777 E Pratt St, Baltimore, MD 21202",1999-07-01 12:09:04,2021-04-22 01:56:43,2024-06-02 09:07:39,Premium,132.26,967,False
sdv-id-SuykXm,Aaron,Livingston,hbeltran@example.net,001-474-446-1681,"789 Pine Ln, Los Angeles, CA 90001",1999-04-17 05:37:51,2023-06-28 05:37:10,2024-05-28 18:02:51,Standard,305.03,219,True
sdv-id-teWZgX,Ricky,Tyler,jennyperez@example.com,325.776.6365,"777 Redwood Pkwy, San Jose, CA 95101",1981-07-03 01:32:23,2019-01-12 21:41:38,2024-03-26 05:31:03,VIP,1203.92,2927,True
sdv-id-aYbjmZ,Devin,Ewing,patrick33@example.org,256-426-1511x0606,"343 Monument Cir, Indianapolis, IN 46204",1994-11-16 18:46:53,2018-07-22 20:36:08,2024-05-18 09:09:15,Standard,274.47,2134,True
sdv-id-cuuDOt,Daniel,Church,pottervictoria@example.net,524.688.6865,"999 Riverfront Dr, Jacksonville, FL 32202",1980-04-08 23:34:16,2020-02-05 06:15:47,2024-05-03 19:32:16,VIP,10519.75,2655,True
sdv-id-rXjQuw,Leslie,Roberson,mary22@example.org,296.404.7794x59597,"666 SW Broadway, Portland, OR 97205",1983-08-13 00:39:33,2018-08-04 13:18:43,2024-05-10 18:51:12,VIP,908.53,2058,False
sdv-id-iAUGCN,Nathan,Nguyen,tammy22@example.com,710.974.2598x42115,"666 SW Broadway, Portland, OR 97205",1970-11-01 01:52:42,2018-12-20 07:39:55,2024-04-17 11:12:49,Standard,21858.18,5530,True
sdv-id-KOBYGd,Taylor,Perez,higginskristen@example.com,(762)898-2538,"565 High St, Columbus, OH 43215",2000-09-29 05:52:26,2023-07-29 15:47:37,2024-06-02 00:45:14,Standard,233.22,1515,True
sdv-id-KEBRsr,Amy,Hayes,martineztamara@example.com,570-690-1403,"789 Pine Ln, Los Angeles, CA 90001",1966-03-06 19:49:29,2018-10-28 09:39:31,2023-12-25 01:09:17,Premium,24948.51,24864,False
sdv-id-mGKlOi,Regina,Donovan,jacob91@example.com,001-452-432-8030x6673,"787 Trade St, Charlotte, NC 28202",1981-09-10 12:47:16,2018-11-17 14:01:25,2024-03-17 04:07:08,Standard,8870.08,12370,False
sdv-id-sPWAGd,Jessica,Owens,choiedwin@example.com,9194761512,"777 Redwood Pkwy, San Jose, CA 95101",1995-11-16 11:06:42,2022-03-07 09:08:44,2024-05-11 00:23:27,Standard,112.0,272,True
sdv-id-vxDJGV,Melissa,Garza,robertholden@example.org,(835)553-2043x068,"909 Pike Pl, Seattle, WA 98101",1995-06-18 16:46:17,2020-06-07 19:55:59,2024-05-31 17:17:21,Premium,166.69,1625,False
sdv-id-xEYClM,Christina,Todd,reevesrobin@example.net,629-942-9699,"555 Aspen Dr, San Diego, CA 92101",2000-01-02 05:08:14,2022-01-19 10:05:22,2024-06-02 06:45:39,Standard,197.37,864,True
sdv-id-DITxfP,Katherine,Lloyd,frankbarr@example.net,+1-703-904-8559x784,"333 Pennsylvania Ave NW, Washington, DC 20004",1982-02-18 14:04:13,2018-04-01 19:15:15,2024-05-31 05:05:45,Standard,7705.7,10992,True
sdv-id-nCEXLa,Virginia,Lee,smithkristin@example.com,6699020363,"909 Pike Pl, Seattle, WA 98101",1973-08-06 18:52:07,2019-11-27 08:19:17,2024-04-16 17:11:11,VIP,17350.05,12436,True
sdv-id-FjOCSq,Kimberly,Martinez,deborahjuarez@example.net,001-877-962-2661,"565 High St, Columbus, OH 43215",2002-09-19 06:26:03,2023-08-23 05:23:21,2024-05-31 11:53:36,VIP,111.32,184,True
sdv-id-QuvXdD,Brian,Dean,cassandra34@example.org,(305)506-4577x693,"777 Redwood Pkwy, San Jose, CA 95101",2002-07-15 05:02:34,2022-04-25 06:31:48,2024-06-02 11:02:26,Standard,111.32,230,True
sdv-id-tTaAjj,Megan,Carr,ibates@example.org,001-889-588-0609x11710,"333 Pennsylvania Ave NW, Washington, DC 20004",1988-05-31 16:14:23,2019-08-06 05:12:16,2024-05-26 18:28:05,Standard,3235.38,8662,True
sdv-id-ivSDRG,Timothy,Delacruz,meganpowell@example.net,803.780.3678,"787 Trade St, Charlotte, NC 28202",1992-01-06 15:57:38,2021-11-13 03:55:25,2024-05-30 00:40:00,Standard,147.16,1512,False
sdv-id-pyAMxC,Jeffery,Mcdonald,cguerra@example.com,001-842-979-9070,"101 Birch Blvd, Houston, TX 77001",1968-06-06 22:02:48,2018-06-13 10:25:54,2024-01-22 09:58:47,Premium,22679.79,6451,False
sdv-id-HRbVgT,Anthony,Cunningham,hchoi@example.com,363-854-6082,"787 Trade St, Charlotte, NC 28202",1985-08-06 18:34:33,2020-11-01 03:14:06,2024-03-12 10:14:30,Standard,1567.61,3617,False
sdv-id-mkJgmc,Bradley,Lang,qwilliams@example.net,522.328.4723,"789 Pine Ln, Los Angeles, CA 90001",1979-10-31 09:52:57,2020-09-26 04:24:58,2024-03-20 00:49:40,VIP,9768.33,3521,False
sdv-id-YGOqtA,Robert,Watson,jaclyn54@example.net,528-248-0792,"111 16th St Mall, Denver, CO 80202",1982-09-24 00:50:10,2019-02-16 20:51:19,2024-05-16 15:56:04,VIP,620.18,8111,True
sdv-id-rOsROq,Nicole,Dalton,danielle11@example.com,221.245.3112,"666 SW Broadway, Portland, OR 97205",1996-03-31 18:08:32,2022-09-12 22:41:26,2024-05-28 18:24:05,VIP,125.94,1004,False
sdv-id-ZfPvEr,Cody,Black,butlerdavid@example.com,001-469-632-3050x69668,"666 Elm St, Dallas, TX 75201",1991-10-28 01:27:19,2019-11-21 22:27:14,2024-05-19 14:56:46,Standard,117.75,274,True
sdv-id-dptvBc,Nicole,Stafford,contrerassherri@example.net,(974)937-8688,"787 Trade St, Charlotte, NC 28202",1965-10-10 19:38:29,2019-04-02 07:18:57,2023-11-10 20:14:55,VIP,25194.0,22636,True
sdv-id-CyQpIw,Mary,Baker,stucker@example.com,230-313-9593,"343 Monument Cir, Indianapolis, IN 46204",1992-11-08 03:44:12,2020-07-08 14:57:58,2024-05-26 23:12:57,Standard,6765.06,2437,True
sdv-id-dOMOdH,Alec,Jones,bward@example.org,269.832.5887x489,"999 Riverfront Dr, Jacksonville, FL 32202",1979-04-28 18:12:20,2019-02-28 07:23:18,2024-05-06 19:15:28,VIP,2886.85,1908,True
sdv-id-yJvqXR,Andrea,Clark,vincent48@example.com,956-307-4009,"555 Las Vegas Blvd S, Las Vegas, NV 89109",2002-09-15 08:38:56,2023-08-30 13:05:40,2024-06-02 09:59:33,Standard,111.47,182,True
sdv-id-jiePjE,Bradley,Price,michaelcarpenter@example.net,630-700-2692x7703,"777 E Pratt St, Baltimore, MD 21202",1979-08-23 03:14:46,2018-07-08 16:21:41,2024-05-18 14:28:00,Standard,4687.64,9924,False
sdv-id-MIfgYe,James,Shaw,cjohnson@example.com,(746)819-8379x8852,"101 Birch Blvd, Houston, TX 77001",1983-01-22 08:12:36,2020-08-29 12:44:52,2024-05-13 02:38:37,Premium,15136.88,5086,True
sdv-id-UewyGW,Andrew,Rogers,sabrinasmith@example.com,4512202075,"909 Pike Pl, Seattle, WA 98101",1986-10-22 16:06:37,2018-04-07 09:28:19,2024-05-20 03:19:27,Premium,484.51,1554,True
sdv-id-tmDlED,Stephanie,Rodriguez,gonzalezmelanie@example.net,3826271989,"565 High St, Columbus, OH 43215",1976-12-03 14:43:52,2018-08-06 23:51:52,2024-03-12 04:20:39,Premium,16088.54,3945,True
